TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Total,2014,1149861
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,359039
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,760604
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Total,2014,234252
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,113692
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,111202
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Total,2014,883314
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,221596
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,535194
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,109305
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Total,2014,204711
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,109305
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Total,2014,550139
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,137161
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,401190
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Total,2014,128464
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,75579
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Total,2014,922685
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,325023
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,439562
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,131613
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Total,2014,217175
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,131613
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Total,2014,599722
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,221877
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,359414
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Total,2014,105788
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,64884
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Total,2014,2360743
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,78855
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,887358
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,930639
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,-25ans,2014,463892
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Total,2014,754014
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,143712
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,139197
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,463892
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Total,2014,1409868
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,627707
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,724569
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Total,2014,196861
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,115939
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,66873
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Total,2014,1085596
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,350036
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,501167
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,208902
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Total,2014,326588
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,208902
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Total,2014,667057
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,245156
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,399346
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Total,2014,91950
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Total,2014,1275147
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,537322
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,429472
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,254990
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Total,2014,427426
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,254990
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Total,2014,742810
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,382550
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,325223
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Total,2014,104911
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,74601
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Total,2014,969212
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,273245
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,555773
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,-25ans,2014,119082
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Total,2014,263079
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,119082
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Total,2014,608825
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,178670
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,416347
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,60+,Total,2014,97307
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,Total,Total,2014,790151
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,212828
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,468620
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,91881
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,15-29,Total,2014,202999
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,91881
